"symbol","transcript","chromosome","start","end","width","gsm1667144","gsm1667145","gsm1667146","gsm336252","gsm336253","gsm336254","gsm336255","gsm336256","gsm336257","gsm336258","gsm336259","gsm336260","gsm336261","gsm336262","gsm336263","gsm336264","gsm336265","gsm336266","gsm336267","gsm336268","gsm336269","gsm336270","gsm336271","gsm336272","gsm336273","gsm336274","gsm336275","gsm336276","gsm336277","gsm336278","gsm52661","gsm52662","gsm52663","gsm52664","gsm52665","gsm52666","gsm52667","gsm52668","gsm52669","gsm52670","gsm52671","gsm9098","gsm9099","gsm9100","gsm9101","gsm9102","gsm569424","gsm569425","gsm569426","gsm569427","gsm569428","gsm1667147ul","gsm1667148ul","gsm1667149ul","gsm336202ul","gsm336203ul","gsm336204ul","gsm336205ul","gsm336206ul","gsm336207ul","gsm336208ul","gsm336209ul","gsm336210ul","gsm336211ul","gsm336212ul","gsm336213ul","gsm336214ul","gsm336215ul","gsm336216ul","gsm336217ul","gsm336218ul","gsm336219ul","gsm336220ul","gsm336221ul","gsm336222ul","gsm336223ul","gsm336224ul","gsm336225ul","gsm336226ul","gsm336227ul","gsm336228ul","gsm336229ul","gsm336230ul","gsm336231ul","gsm336232ul","gsm336233ul","gsm336234ul","gsm336235ul","gsm336236ul","gsm336237ul","gsm336238ul","gsm336239ul","gsm336240ul","gsm336241ul","gsm336242ul","gsm336243ul","gsm336244ul","gsm336245ul","gsm336246ul","gsm336247ul","gsm336248ul","gsm336249ul","gsm336250ul","gsm336251ul","gsm38689ul","gsm38690ul","gsm38691ul","gsm38692ul","gsm38693ul","gsm38694ul","gsm38695ul","gsm9093ul","gsm9094ul","gsm9095ul","gsm9096ul","gsm9097ul","gsm569429ul","gsm569430ul","gsm569431ul","gsm569432ul","gsm569433ul"
"BAHCC1","ENST00000307745","chr17",79432934,79432993,60,187.3,470.3,426.3,26.9666666666667,14.2,7.46666666666667,32.0666666666667,33.0666666666667,35.6,23.9666666666667,15.3666666666667,22.6,18.7666666666667,20,26.9,25.4666666666667,15.6,12.3,24.1666666666667,32,27.4333333333333,15.3333333333333,19.2,10.6333333333333,18.1666666666667,16.7333333333333,12.4333333333333,36.2,28.4,27.1666666666667,94.5,54.9,57.5,71.8,15.3,66.9,49.7,59.5,45,35.8,34.3,46.6,36.2,46.8,66.2,50.6,97.5,66.7,55.6,51.9,59.6,256.3,383.7,774.2,21.8,26.5,29.9666666666667,19.0333333333333,30.5,23.1,9,21.7333333333333,16.0333333333333,14.8333333333333,21.2,3.93333333333333,26.1,23.0666666666667,18.2,24.7333333333333,30.1666666666667,16.8666666666667,14.5333333333333,19.8666666666667,23.7666666666667,26.5666666666667,21.5666666666667,19.6666666666667,14.2,28.1666666666667,28.6666666666667,20.8333333333333,28.1,23.6666666666667,30.8,16.7,20.1333333333333,37.3,31.2,29.3,20.1666666666667,18.4333333333333,23.3,26.4666666666667,31.9333333333333,26.2333333333333,8.53333333333333,17.8333333333333,33.1666666666667,33.1,27.4,17.8333333333333,16.4333333333333,14.7333333333333,38.9,59.9,125.9,8.1,45.2,45.9,29.3,36.2,52.6,99.2,83.8,76.3,87.8,91,64.1,52,78.6
"BAIAP2","ENST00000435091","chr17",79091053,79091112,60,336.2,252.9,227.733333333333,33.925,27.8,39,33.875,59.9,33.6,49.425,47.775,24.05,45.55,43.85,30.65,36.95,32.475,37,23.65,66.475,33.25,26.3,28.525,19.55,30.45,46.525,39.425,37.2,31.8,28.425,42.25,20.825,29.05,35.65,32.05,41.575,38.125,28.625,32.775,18.65,34.825,42.7,32.925,45.15,32.1,33.775,60.95,36.7,43.175,39.975,36.8,179.433333333333,115.066666666667,305,31.775,43.725,36.15,30.375,22.8,37.7,49.125,47.95,41,59.8,54.2,25.5,49.975,31.825,84.975,23.7,22.1,29.225,38.125,39.05,26.175,47.725,30.475,54.375,33.025,39.75,54.725,38.65,37.375,49.475,64.5,32.3,30.625,25.375,21.7,35.95,29.6,28.65,31.9,39.825,38.9,64.05,46.175,37.4,27.45,21.675,25.025,25.975,37.65,37.475,37.7,26.175,30.3,19.95,29.775,58.225,36.55,31.675,29.05,31.55,45.65,46.85,57.925,54.75,43.3,35.075,33.325
"BAIAP2","ENST00000321280","chr17",79084117,79084176,60,336.2,252.9,227.733333333333,33.925,27.8,39,33.875,59.9,33.6,49.425,47.775,24.05,45.55,43.85,30.65,36.95,32.475,37,23.65,66.475,33.25,26.3,28.525,19.55,30.45,46.525,39.425,37.2,31.8,28.425,42.25,20.825,29.05,35.65,32.05,41.575,38.125,28.625,32.775,18.65,34.825,42.7,32.925,45.15,32.1,33.775,60.95,36.7,43.175,39.975,36.8,179.433333333333,115.066666666667,305,31.775,43.725,36.15,30.375,22.8,37.7,49.125,47.95,41,59.8,54.2,25.5,49.975,31.825,84.975,23.7,22.1,29.225,38.125,39.05,26.175,47.725,30.475,54.375,33.025,39.75,54.725,38.65,37.375,49.475,64.5,32.3,30.625,25.375,21.7,35.95,29.6,28.65,31.9,39.825,38.9,64.05,46.175,37.4,27.45,21.675,25.025,25.975,37.65,37.475,37.7,26.175,30.3,19.95,29.775,58.225,36.55,31.675,29.05,31.55,45.65,46.85,57.925,54.75,43.3,35.075,33.325
"BAIAP2L2","ENST00000402500","chr22",38480966,38480907,60,174.1,157.7,410.85,6.15,5.5,4.65,16.75,12.6,14.75,6.9,6.65,7.7,15.2,6,9.6,5.1,3.6,7.95,10.75,21.25,9.95,6.65,10.55,13.5,9.25,22.05,8.5,12.7,2.95,8.95,4.8,2.5,21.4,5.1,6.9,7.9,6.5,6.2,2.5,5,5.2,5.6,30.9,23,18.6,4.4,19,13.8,15.3,13.2,14.6,71.35,73.45,157.5,10.9,14.45,7.3,13.85,4.65,9.6,13.95,11.15,12.4,3.9,17.85,14.9,4.65,4.5,10.7,5.45,11.65,4,7.9,3.6,11,16.1,5.2,8.5,7.15,11.95,11.3,9,3.2,4.75,12.4,11.85,9.75,4.15,3.55,4.4,5.5,11.6,4.9,7.4,4.15,3.45,11.9,19.2,12,16.75,7.8,3.35,2.7,3.2,3.9,2.8,6.8,5.4,3.6,7.7,4.2,10.3,7.5,4.1,9.4,6.5,16.7,14.5,13.5,12.8,13.5
"BET1L","ENST00000382762","chr11",205460,205401,60,413.85,317,227.6,78.2,64.45,60.1,82.6,77.45,70.5,81.7,108.65,73.1,82.25,86.85,97.1,85.55,73.6,82.05,103.2,98.3,82.3,75.3,76.85,81.85,62.7,68.35,65.4,85.45,63.7,75.25,5.2,15.5,3.9,9,13.5,5.6,4.1,16.2,14.3,11.9,3.4,13.7,23.2,40.5,18,19.9,59.8,37.2,29.5,26.5,25.4,399.9,174.6,675.35,71.85,87.45,62.75,71.45,65.9,70.9,103.55,97.75,80.2,106.2,71.95,85,84.9,77.75,128.9,87.35,87.3,80.35,82.15,72.5,70.7,73.55,78.2,68.4,79,119.85,107.75,104.95,69.3,100.45,76.4,97.1,83.25,58.45,57,102.8,80.5,110.95,57.8,64.05,70.8,73.95,117.8,65.95,74.45,65.1,75,74.35,97.5,88.75,17.2,2.8,10.9,25.8,15.1,8.7,7.6,11.6,8.7,12.4,8.9,19.4,34.3,43.2,24.5,24.7,22.2
"BIRC5","ENST00000301633","chr17",76220720,76220779,60,51.7,50.9,69.7,9.025,16.25,7.3,8.075,14.775,32.475,14.975,11.275,12.45,9.7,12,5.25,7,27,12.15,10.45,16.8,20.75,15.55,22.7,28.375,22.325,17.25,22.175,15.575,6.55,9.1,29.0333333333333,10.8666666666667,23.2666666666667,30.2,37.6333333333333,24.8,28.1333333333333,22.3666666666667,12.8,46.6666666666667,10.1,28.2333333333333,12.4333333333333,31.3,27.9333333333333,17.6333333333333,40.2,24.2333333333333,25.4,22.5666666666667,27.3,55.9,379.8,87.7,15.575,14.75,29.05,10.7,17,16.375,42.15,58.275,47.275,17.95,18,39.4,10.05,6.85,70.975,9.025,21.9,11.375,12.475,1.95,8.65,20.325,21.575,43,17.35,7.175,43.4,17.375,18.9,8.95,13.6,26.975,25.2,9.7,8.125,14.9,27.825,37.75,6.75,9.15,11.375,12.375,38.325,19.05,13.95,5.925,9.8,16.475,13.25,50.925,23.1333333333333,14.3333333333333,17,35,23.4,38.1,30.7,28,28,25,36.8333333333333,45.4,32.6333333333333,35.5666666666667,26.0666666666667,22.9,23.7333333333333
"C11orf21","ENST00000381153","chr11",2316967,2316908,60,15.15,5.7,5.9,20.55,20.65,17.45,12.9,11.5,32,24.7,22.75,22.4,22.45,21.1,24.35,18.1,23.75,11.35,19.3,7.2,21,32.8,35.55,25.35,25.9,31.05,25.9,23.3,15.4,26.25,50.2,34.4,39.4,38.8,51.9,41.4,37.4,40.2,38.8,20.8,19.9,34.3,26.2,43.1,39.6,47.3,23.4,19.1,23.3,19.9,19.8,35.45,6.65,22.25,19.65,14.8,24.25,11.7,19.2,17.4,9.7,8.35,5.95,8.3,21.95,44.7,20.2,18.1,17.5,15.05,9.65,5.25,23.9,9.25,18.3,23.6,5.4,22,24.45,21.65,22.65,22.1,15.55,20.95,23.1,39.15,28.6,6.7,15.4,21.15,34.05,47.5,26.35,13.95,21.75,20.6,13.55,20.55,14.9,12.65,16.05,22.7,20.9,15.9,55.3,37.8,52.4,28.2,55,49,37.6,17.1,60.4,55.2,50.2,44.2,29.3,23.1,22.1,18.1,18.3
"C17orf101","ENST00000329197","chr17",80350163,80350104,60,1814.03333333333,1726.9,1404.4,127.766666666667,105.3,86.4333333333333,118.9,137.733333333333,119.2,133.733333333333,158.833333333333,105.5,164.433333333333,159.566666666667,114.666666666667,146.266666666667,100.733333333333,95.5666666666667,97.2666666666667,82.6333333333333,118.933333333333,88.9666666666667,102.033333333333,132.133333333333,113.7,96.8,114.933333333333,101.233333333333,143.333333333333,94.4,70.8,57.1666666666667,65.1,45.8333333333333,73.6333333333333,74.5,67.1666666666667,49.7333333333333,70.6333333333333,99.8,54.5,57.5666666666667,37.6,30.5333333333333,67.9666666666667,67.1666666666667,44.3666666666667,36.0666666666667,42.1,39.8333333333333,48.9333333333333,1289.4,760.2,1087,142.3,92.3333333333333,87.6666666666667,81.6666666666667,95.4333333333333,67.6,72.1666666666667,58.2666666666667,89.5666666666667,79.3666666666667,98.2666666666667,71.6,93.1666666666667,103.966666666667,212.766666666667,122.233333333333,124.733333333333,106.966666666667,130.233333333333,131.566666666667,114.133333333333,154.266666666667,110.866666666667,118.433333333333,96.3333333333333,74.9,76.7,67.9,78.6666666666667,85.3333333333333,143.933333333333,125.566666666667,100.533333333333,77.6333333333333,70.1333333333333,69.5666666666667,70.4333333333333,47.6333333333333,111.9,84.1,80.5666666666667,157.333333333333,86.2,104.533333333333,86.4666666666667,106.4,93.8,57.4666666666667,84.9666666666667,192.366666666667,48.5,43.5333333333333,48.6666666666667,49.4,67.0666666666667,57.6333333333333,57.2,45.8666666666667,50.7333333333333,38.1333333333333,55.1333333333333,53.9333333333333,36.8,36.5666666666667,47,36.5,38.7
"C17orf70","ENST00000537152","chr17",79507457,79507398,60,527.4,363.9,380.9,38.4333333333333,40.3666666666667,34.4,40.1666666666667,50.7666666666667,41.2666666666667,31.7,42.6,32.1,51.8333333333333,44.8666666666667,46.8,34,33.5333333333333,26.9666666666667,37.6666666666667,41.0666666666667,45.4666666666667,28.6,25.9666666666667,44.1666666666667,26.7,41.3666666666667,30.4,45.8333333333333,40.4666666666667,44.1333333333333,71.3,77.2,90.3,52.7,117.7,87.3,65.2,51.9,83,103.7,68.3,100.2,61.9,83.7,97.7,75,84.5,80.8,80.5,70.9,91.2,562.3,468.1,318.7,51.9666666666667,59.4666666666667,46.5666666666667,47.2,37.6,48.0666666666667,49.2666666666667,52.4333333333333,32.7,55.3,48.1666666666667,32.4333333333333,78.2333333333333,47.5333333333333,64.8666666666667,30.6333333333333,38.4,40.5666666666667,47.5333333333333,34.1666666666667,28.2666666666667,49.0666666666667,37.8,37.1666666666667,48.8666666666667,77.9666666666667,70.0333333333333,42.6666666666667,33.1333333333333,62.4333333333333,45.8,41.3,35.2,39.7333333333333,31.8,45.2,31.9666666666667,58.6666666666667,24.7333333333333,22.9333333333333,43.3333333333333,44.3333333333333,46,40.9333333333333,51.3666666666667,33.1,31.5666666666667,37.2,38.3333333333333,70.4666666666667,113.6,54.3,68.4,51.1,52.5,100.1,63.3,93.6,77.5,110.8,115.3,140.5,87.3,94.6,110.8,87.3,97.1
"C1QTNF1","ENST00000339142","chr17",77045170,77045229,60,266.75,140.85,85.9,58.15,40.15,54.85,76.25,58.85,55,57.7,69.95,36.65,47.8,54.8,33.35,63.05,28.1,91.55,34.1,92.25,43.95,54.45,76.7,71.95,41.6,65.1,55.95,57.6,41.6,41.05,149.8,99.6,96.2,119.1,87.5,107.8,122.6,89.7,101.4,39.7,63.8,128.8,84.7,111.8,105.3,121.5,126.2,188.7,86.8,133.6,94.8,71.7,22.5,66.2,51.05,35.65,39.4,26.05,41.95,37.3,51.75,51.6,43.5,51.7,48.75,38.75,54.4,22.65,42.2,36.5,46.4,27.3,53.7,41.7,31.7,75.25,34.45,56.35,31.8,36.8,26.55,57.95,52.65,59.7,42.5,69.9,59.1,48.9,32.75,64.5,44.2,88.2,48.95,30.45,42.2,22,54.55,45.95,18.5,20.55,37.3,35.25,35.25,52.1,108.1,95.5,73.8,77.3,110.1,133.5,10.1,58.3,103,84.4,153.2,169.2,112,108.7,105.6,70.5,93.6
"CANT1","ENST00000537282","chr17",76993222,76993163,60,207.45,103.75,43.8,99.6333333333333,103.166666666667,87.3333333333333,95.7666666666667,118.8,97.8666666666667,152.866666666667,190.166666666667,144.933333333333,151.133333333333,123.1,101.7,122.366666666667,93.4666666666667,90.3,93.6333333333333,104.7,126.9,49.6,40.7,90.3333333333333,74.7333333333333,98.3666666666667,110.4,103.4,103.266666666667,107.9,125.35,124.7,110.55,77.9,98.85,112,106.75,48.25,112.35,125,79.3,69.4,88.8,84.95,69.95,65.25,69.1,139.45,197.85,176.1,212.4,193.05,30.8,160.65,107.766666666667,103.266666666667,94.3333333333333,103.966666666667,115.066666666667,95.1666666666667,130.433333333333,179.633333333333,158.966666666667,166.566666666667,145.266666666667,66.7,150,154.466666666667,223.666666666667,111.633333333333,122.1,135.433333333333,148.733333333333,126.966666666667,115.833333333333,137.466666666667,143.9,123.933333333333,97.8333333333333,137.466666666667,133.9,121.733333333333,106.766666666667,135.733333333333,138.466666666667,79,72.3666666666667,106.733333333333,96.7333333333333,125.666666666667,58.4333333333333,86.6666666666667,124.1,100.533333333333,100.6,115.933333333333,142.966666666667,111.933333333333,78.3,126.133333333333,94.5666666666667,123.066666666667,124.7,181.933333333333,145.9,88.15,89.8,55.9,140.85,134.5,65.05,88.1,67.7,57.05,75.85,78.95,155.4,114.8,263.95,167.85,159.6
"CANT1","ENST00000302345","chr17",76988753,76988694,60,207.45,103.75,43.8,99.6333333333333,103.166666666667,87.3333333333333,95.7666666666667,118.8,97.8666666666667,152.866666666667,190.166666666667,144.933333333333,151.133333333333,123.1,101.7,122.366666666667,93.4666666666667,90.3,93.6333333333333,104.7,126.9,49.6,40.7,90.3333333333333,74.7333333333333,98.3666666666667,110.4,103.4,103.266666666667,107.9,125.35,124.7,110.55,77.9,98.85,112,106.75,48.25,112.35,125,79.3,69.4,88.8,84.95,69.95,65.25,69.1,139.45,197.85,176.1,212.4,193.05,30.8,160.65,107.766666666667,103.266666666667,94.3333333333333,103.966666666667,115.066666666667,95.1666666666667,130.433333333333,179.633333333333,158.966666666667,166.566666666667,145.266666666667,66.7,150,154.466666666667,223.666666666667,111.633333333333,122.1,135.433333333333,148.733333333333,126.966666666667,115.833333333333,137.466666666667,143.9,123.933333333333,97.8333333333333,137.466666666667,133.9,121.733333333333,106.766666666667,135.733333333333,138.466666666667,79,72.3666666666667,106.733333333333,96.7333333333333,125.666666666667,58.4333333333333,86.6666666666667,124.1,100.533333333333,100.6,115.933333333333,142.966666666667,111.933333333333,78.3,126.133333333333,94.5666666666667,123.066666666667,124.7,181.933333333333,145.9,88.15,89.8,55.9,140.85,134.5,65.05,88.1,67.7,57.05,75.85,78.95,155.4,114.8,263.95,167.85,159.6
"CARD10","ENST00000251973","chr22",37886506,37886447,60,4477,2448,1959,42.9333333333333,67.9333333333333,43.6,73.2666666666667,98.2666666666667,65.3666666666667,153.1,66.2666666666667,37.6333333333333,65.6,105.8,48.9333333333333,96.3,60.2,42.5,45.6,51.1666666666667,69.3,40.2,34.9,39.9666666666667,49.7666666666667,74.4,88.0333333333333,77.1333333333333,121.333333333333,50.9666666666667,40.8333333333333,25.8666666666667,26.5333333333333,34.9666666666667,21.3666666666667,41.1,34.5333333333333,27.7666666666667,27,31.8666666666667,19.3666666666667,64.6666666666667,39.3333333333333,45.3333333333333,77.0666666666667,65.0333333333333,62.4,41.9333333333333,41.6333333333333,58.5,49.7,1916.2,1502.3,3331,78.7666666666667,37.3666666666667,32.3333333333333,32.6666666666667,41,25.6333333333333,35.9,38.6333333333333,39.5,36.9666666666667,30.9,29.8666666666667,38.0333333333333,42.4333333333333,36.2333333333333,49.0333333333333,56.1,40.6,56.8333333333333,62.7333333333333,41.8333333333333,83.5333333333333,32.7333333333333,44.8666666666667,22.3333333333333,25.5,16.1666666666667,28.2333333333333,46.8666666666667,85.9,35,19.9666666666667,29.0333333333333,34.4,40.8666666666667,50.9,32.3666666666667,42.8333333333333,66.7666666666667,76.5,37.2666666666667,20,42.0666666666667,94.4666666666667,31.5,43.4,65.8666666666667,33.7333333333333,27.3666666666667,70.8666666666667,30.9666666666667,23.4666666666667,18.6,27.5333333333333,19.6666666666667,25.7,21.6,30.2333333333333,27.2,30.6,33.7666666666667,29.9333333333333,45.9666666666667,49.8,39.3666666666667,36.6666666666667,36.5666666666667
"CARD14","ENST00000344227","chr17",78182633,78182692,60,17.85,43.3,35.3,5.98333333333333,4.4,5.55,6.65,4.65,13.0666666666667,7.13333333333333,5.11666666666667,6.73333333333333,5.28333333333333,5.55,5.83333333333333,6.63333333333333,5.81666666666667,9.78333333333333,5.03333333333333,9.96666666666667,4.71666666666667,13.6833333333333,10.9833333333333,10.75,8.78333333333333,5.11666666666667,10.4166666666667,15.65,2.5,7.98333333333333,8,3.75,12.6,5.8,8.05,6.45,3.6,4.35,2.9,11.8,9.3,27.55,14.35,13,38,11.85,54.45,29.2,34.95,30.4,26.85,26.95,26.75,29.25,3.33333333333333,7.31666666666667,5.78333333333333,4.18333333333333,7.3,8.95,5.26666666666667,7.1,5.55,5.13333333333333,6.21666666666667,15.75,6.85,5.45,7.55,6.93333333333333,4.13333333333333,4.68333333333333,3.4,5.08333333333333,4.45,6.21666666666667,7.31666666666667,5.33333333333333,3.66666666666667,4.73333333333333,11.75,7.21666666666667,2.46666666666667,4.83333333333333,8.95,14.9166666666667,8.01666666666667,4.48333333333333,8.4,8.05,11.35,10.45,6.81666666666667,3.98333333333333,5.31666666666667,6.68333333333333,11.5,7.1,5.33333333333333,4.8,2.48333333333333,13.25,27.95,12.5166666666667,5.05,1.9,2.9,19.1,4.35,8.8,4.8,6.15,25.5,20.9,26.05,29.45,44.9,58.3,30.85,29.6,28.35
"CBX2","ENST00000269399","chr17",77755925,77755984,60,11.3,25.5,9.6,10.825,27.75,17.65,22.75,15.525,34.25,20.375,23.475,20.075,19.45,20.95,22,19.975,19.85,25.75,23.2,24.65,21,49.025,29.3,29.7,35.275,23.75,24.9,16.95,18.35,18.95,6.7,3.4,2,3.8,5.8,4.3,1.8,18.2,5.4,3.6,9.4,3.5,7.9,7,17.3,45.9,48.7,29.3,33.6,22.7,22.2,4.9,13.7,41.6,17.125,32.1,43.75,43.35,67.7,47.3,51.15,48.1,58.825,45.875,50,64.975,44.125,52.625,21.375,32.7,66.9,70.05,23.15,15,23.25,14.95,50.425,38.7,33,65.7,22.475,30.475,45.225,35.15,22.925,35.275,44.55,37.625,46.925,38.625,56.925,79.275,58.4,26.75,36.25,22.7,47.15,20,49.4,16.725,15.425,33.15,66.325,32.025,3.1,17.2,5.7,4,1.6,3.8,2.6,19.9,13.1,3.1,37.3,6.8,40.9,40.6,25.9,29.3,25.4
"CBX4","ENST00000343048","chr17",77807836,77807777,60,96.1,128.7,47.2,65.4,75.85,52.85,71.9,69.95,78.95,118.25,107.75,82.5,104.9,104.15,82.95,111.6,69.25,54.3,88.4,70.9,101.6,111.05,42.85,105.15,77.65,77.9,100.9,78.1,99.7,86.45,47.8,27.2,18.9,35.9,17.7,37.5,28.7,35.5,18.3,24.1,13.7,23.1,25.3,56.8,45.5,47.3,24.4,18.2,26.5,16.7,16.8,486.2,181.8,417,74.85,216.45,224.15,181.9,358.6,171.9,171.1,318,270.8,346.1,335.25,202.7,210.9,281.25,221.2,102.05,309.6,252.4,93.45,105.85,137.85,90.1,206.95,135.95,232.6,380.8,142.15,139.3,192.25,145.85,152.4,120.6,191.6,121.85,110.3,184.4,124.6,149.05,264.55,179.35,112.1,110.05,187.25,91.8,169.15,89.2,70.55,235.9,315.3,210.25,33.2,19.3,53.1,7.8,37.5,52.7,72.5,74.2,64.1,49.1,84.3,77.1,23,21.1,18.4,21.4,21.7
"CBX7","ENST00000216133","chr22",39527059,39527000,60,11481.2,12909.45,8722.8,611.7,761.7,786,799.3,729.4,573.1,956.3,630.5,679.9,708.1,939.8,916.8,858.9,670.9,612.5,868.5,769.9,563,551.8,357.7,375.2,828.5,570.9,683.7,757.2,987.4,914,493.1,280.2,432.5,482.2,209.7,250.3,266.7,564.1,267.1,84.5,415.4,467.8,234.1,247.8,276.6,302.7,265.8,220.1,152.6,461.8,206.6,5943.05,3666.6,6936,653.6,410.1,306,326.9,354.3,477.4,209.8,337.7,284.1,395.5,429.3,130.7,552.1,381.6,257.9,506.3,370.3,171.6,645.8,765.5,302.2,575.3,396.3,376.7,355,632.6,304.9,425.2,440.6,511.6,404.8,274.4,246,410.2,496.1,351.8,519.9,394.7,510.4,774.3,484.3,304.9,260.2,524.1,404.4,793,794.3,620.3,508.5,334.1,208.5,220.2,100.3,104.3,111.6,149.3,115.5,109.3,239.7,303.1,129.8,184.5,332.1,134.8,226.2,132.3,183.4
"CCDC57","ENST00000327026","chr17",80111566,80111507,60,71.9,164.45,97.3666666666667,10.86,27.04,14.6,28.68,15.74,30.66,10.88,14.9,13.54,18.3,18.06,22.38,16.88,16.92,10.4,20.28,20.34,20.5,18.9,26.62,23.28,16.98,23.06,17.84,22.72,20.04,16.92,12.6,21.6,6.2,5.7,5.3,9.6,3.4,7.1,5.5,3.1,2.9,9.8,32.5,5.4,23.4,7.3,59.8,33,31.1,30.5,28.9,69.8666666666667,112.533333333333,441.4,20.6,21.98,9.06,26.5,17.66,24.86,12.96,12.64,19.1,14.44,22.18,26.98,17.08,17.56,19.18,13.94,25.22,11.52,20.62,20.68,13.66,16.22,18.28,11.58,9.18,25.26,18.04,14.9,15.48,20.28,23.76,19.36,22.8,19.98,11.36,19.64,19.58,36,17.48,14,21.38,19.64,11.96,15.52,19.56,18,14.72,17.98,17.82,10.52,13.3,5.5,16.4,4.9,4.6,11.1,3.8,21,11.8,4.3,40.7,19.8,47,54.7,31,28.1,30.6
"CCDC57","ENST00000324808","chr17",80070268,80070209,60,71.9,164.45,97.3666666666667,10.86,27.04,14.6,28.68,15.74,30.66,10.88,14.9,13.54,18.3,18.06,22.38,16.88,16.92,10.4,20.28,20.34,20.5,18.9,26.62,23.28,16.98,23.06,17.84,22.72,20.04,16.92,12.6,21.6,6.2,5.7,5.3,9.6,3.4,7.1,5.5,3.1,2.9,9.8,32.5,5.4,23.4,7.3,59.8,33,31.1,30.5,28.9,69.8666666666667,112.533333333333,441.4,20.6,21.98,9.06,26.5,17.66,24.86,12.96,12.64,19.1,14.44,22.18,26.98,17.08,17.56,19.18,13.94,25.22,11.52,20.62,20.68,13.66,16.22,18.28,11.58,9.18,25.26,18.04,14.9,15.48,20.28,23.76,19.36,22.8,19.98,11.36,19.64,19.58,36,17.48,14,21.38,19.64,11.96,15.52,19.56,18,14.72,17.98,17.82,10.52,13.3,5.5,16.4,4.9,4.6,11.1,3.8,21,11.8,4.3,40.7,19.8,47,54.7,31,28.1,30.6
"CD7","ENST00000312648","chr17",80274657,80274598,60,39.3,132.4,48.5,12.9,10.1,5.55,18.65,13.6,35.95,8.2,15.45,10.85,10.7,4.55,5.6,12.8,16.7,15.8,11.95,20.55,9.8,7.2,7.7,11.45,3.45,26.8,12.5,8.9,15,3.95,6.55,2.85,9.35,4.8,13.4,11.25,10.25,4.2,5,3.55,8.5,4.8,22.6,4.1,3.6,8.7,53.2,31.15,29.65,22.45,21.25,24.1,126.8,8.8,12.85,5.55,12.35,23.35,22.2,14.75,15,11.2,12.05,6.95,17.5,11.9,9.7,11.05,14.15,20.35,6.9,10.3,9.7,3.9,16,14.5,3.15,17.35,5.3,14.45,33.1,21.3,8.75,21.5,7.05,9.05,7.85,12.15,4.85,17.45,4.3,27,6.75,12.2,9.8,8.35,27.7,8.65,15.65,2.7,15.2,3.3,58.4,14.25,7.3,3.75,3.65,2.95,7.75,2.75,2.8,18.75,7.8,2.65,4,7.8,41.45,45.7,26.55,22.5,22.95
"CD81","ENST00000468153","chr11",2418184,2418243,60,51762.5,30.3,53618.8,5402.9,5086.1,5175.4,5470.8,6126.5,5517.5,5393,7317.2,4771.9,6726.3,5459.3,4861.2,5540.9,5095.3,5121.4,3872.8,5970.6,5831.4,5137.3,4733.3,5323.8,4544.9,5870.7,5027.1,5223.7,5193.7,5086.8,2851.6,1820.9,2737.7,2020.7,2134.4,2187.7,3240.5,2316,3146.7,1911.7,2287.4,3248.9,3517.3,3890,3197.2,3535.4,1389.9,2578.3,3306.9,2538.4,2245.8,72228.5,46749.7,8.8,5711.9,6047.4,5397.6,4518,4533.1,4947.9,5478.8,4957.4,5664.1,5775.2,5474.4,3545,3922.7,5899.6,5737.6,4848.1,4160.3,5943.1,5493.1,4876.8,5302.2,6282.3,5380.1,6046.4,3348.6,5927.8,6552.1,5087.1,5449.5,5221.4,4982.9,4600.5,4710,5417.3,5057.3,5487.3,5196.1,4223.5,4544.1,4898.1,4623.5,5407.6,5147.2,5018.4,4970.7,4221.4,5410.7,4732.2,5483.2,6017.5,3270.8,2287.3,2273.9,2926.5,2913,2913.5,4411.4,3311.2,2832.2,2894.5,3015.6,3340.9,2467.1,1844,2080.9,2134.7,2329.1
"CDC42EP1","ENST00000249014","chr22",37964780,37964839,60,732.65,601.6,679.95,108.4,69.6,48.4,100.6,109.7,81,95.3,259.2,74.4,126.7,109.2,92,72.7,77.3,96.6,53.2,245.5,80.6,57.1,69.8,102.9,42.7,91,114,75.1,102.6,124.1,104.5,41.4,71.9,56.5,36.1,74,227,65.4,100.9,25.7,47.9,137.7,230.9,157.3,133.9,192.7,79.8,181.5,104.9,98.2,67.2,611.35,662.1,997.05,65.2,49.1,40.7,80.8,59.7,43,122.2,116.4,89.1,120.8,122.1,61.8,114.9,88.6,253.7,76.5,73.2,47.5,159.8,93.3,59.8,121.9,58.9,87.1,51.6,187.6,63.6,110.9,136.8,129.3,77,113.5,84.2,77.5,34.2,150.9,58.6,74.7,73.8,70.9,72.2,67.3,106.3,113.1,65.1,26.1,116.3,129.7,117.9,133,125.7,46.1,90.6,59.3,103.7,158.3,68.6,147,99.7,60.9,104.3,151.7,137.7,89.1,156.7,78.6,71.9
